,ground_truth,logits,image_name
282,L,"[-2.66927433013916, -1.4089257717132568, 9.049590110778809, -0.8143925666809082]",282.png
283,L,"[-2.376605749130249, -1.5046889781951904, 8.866952896118164, -0.8489224314689636]",283.png
284,L,"[-2.4545650482177734, -1.8617866039276123, 9.60053825378418, -0.8119973540306091]",284.png
285,L,"[-2.2885422706604004, -1.270321011543274, 8.696901321411133, -1.0736364126205444]",285.png
286,L,"[-2.2489256858825684, -1.6720492839813232, 9.03674602508545, -0.8959981203079224]",286.png
287,L,"[-2.431403398513794, -1.4840290546417236, 8.761831283569336, -0.7703502178192139]",287.png
288,L,"[-2.5148136615753174, -1.9297304153442383, 9.578036308288574, -0.7896327376365662]",288.png
289,L,"[-2.406890392303467, -1.6047972440719604, 8.462782859802246, -0.5140135884284973]",289.png
290,L,"[-2.4933724403381348, -1.6456143856048584, 9.499863624572754, -0.9312270879745483]",290.png
291,L,"[-2.0604028701782227, -1.820953607559204, 8.827333450317383, -0.8366912603378296]",291.png
292,L,"[-1.9653863906860352, -1.5262664556503296, 8.262824058532715, -0.8903451561927795]",292.png
293,None,"[-2.1693994998931885, -1.7063570022583008, 8.28547191619873, -0.6119620203971863]",293.png
294,None,"[-2.0776493549346924, -0.37426987290382385, 5.888059139251709, -0.5788614153862]",294.png
295,None,"[3.5267109870910645, -0.5932556986808777, -1.907361388206482, 1.9850143194198608]",295.png
296,None,"[4.550487518310547, -0.35065269470214844, -1.977753758430481, 1.0310789346694946]",296.png
297,A,"[0.7127887010574341, 0.014803458005189896, -0.7112579345703125, 2.60258412361145]",297.png
298,A,"[1.2347513437271118, -0.09080761671066284, -0.6189900636672974, 1.9085928201675415]",298.png
299,A,"[5.646247386932373, -0.7624838948249817, -1.5601319074630737, -0.022367827594280243]",299.png
300,A,"[4.494609355926514, -0.5303943753242493, -0.8924821019172668, 0.04507792741060257]",300.png
301,A,"[-0.21443873643875122, -0.21344618499279022, 0.9162183403968811, 1.9555004835128784]",301.png
302,A,"[2.009833335876465, -0.21747134625911713, -0.12699651718139648, 1.2123751640319824]",302.png
303,A,"[5.636641025543213, -0.5202158093452454, -1.7260775566101074, -0.03004085272550583]",303.png
304,A,"[3.778761148452759, -0.2724786102771759, -1.1078935861587524, 0.5508264303207397]",304.png
305,A,"[5.508900165557861, -0.42772743105888367, -1.6862071752548218, -0.2422114908695221]",305.png
306,A,"[4.912403583526611, -0.10270501673221588, -1.6042619943618774, -0.08138605207204819]",306.png
307,A,"[4.358540058135986, 0.19309987127780914, -1.0887720584869385, -0.10530035942792892]",307.png
308,A,"[3.605494976043701, 0.4945145547389984, -1.154689073562622, -0.09881293028593063]",308.png
309,A,"[4.3494062423706055, 0.37657997012138367, -1.466718077659607, -0.2899199426174164]",309.png
310,A,"[4.7567009925842285, -0.032706137746572495, -1.350760817527771, -0.13382425904273987]",310.png
311,A,"[4.893974781036377, -0.10278451442718506, -1.3776928186416626, -0.37728744745254517]",311.png
312,A,"[5.613483905792236, -0.7731038331985474, -1.5815308094024658, -0.07537343353033066]",312.png
313,A,"[5.2651801109313965, -0.2527196705341339, -1.72074294090271, -0.28131911158561707]",313.png
314,A,"[6.551407337188721, -0.794487476348877, -1.8289798498153687, -0.456198513507843]",314.png
315,A,"[5.7504563331604, -0.5392174124717712, -1.6103047132492065, -0.315795361995697]",315.png
316,A,"[5.83701753616333, -0.3432250916957855, -1.8365230560302734, -0.49542951583862305]",316.png
317,A,"[6.41846227645874, -0.3842758238315582, -1.7681913375854492, -0.7000342011451721]",317.png
318,A,"[7.010660171508789, -0.6593558192253113, -1.9297051429748535, -0.808329164981842]",318.png
319,A,"[5.464008331298828, -0.3356771171092987, -1.6487902402877808, -0.40100032091140747]",319.png
320,A,"[4.33458137512207, 0.5407186150550842, -1.363155484199524, -0.3406980037689209]",320.png
321,A,"[5.844771862030029, -0.4602055251598358, -1.5903526544570923, -0.3849688768386841]",321.png
322,A,"[4.151634693145752, 0.33063697814941406, -1.6563680171966553, -0.16254884004592896]",322.png
323,A,"[4.580301761627197, 0.1082184910774231, -1.329175353050232, -0.17800363898277283]",323.png
324,A,"[3.985475778579712, -0.3459640443325043, -1.150629997253418, 0.33280616998672485]",324.png
325,A,"[2.4727630615234375, 0.7034238576889038, -0.872432291507721, 0.4128507375717163]",325.png
326,A,"[2.6507697105407715, 1.3611394166946411, -1.1698111295700073, -0.01912616938352585]",326.png
327,A,"[2.4352097511291504, 0.007984992116689682, -0.8908817172050476, 1.2444725036621094]",327.png
328,A,"[3.33791446685791, -0.27000847458839417, -0.7947450280189514, 0.5729594230651855]",328.png
329,A,"[2.8113791942596436, -0.6787344217300415, 0.1277417242527008, 0.7764561772346497]",329.png
330,A,"[4.1044135093688965, -0.8481897711753845, -0.8561375141143799, 1.0321435928344727]",330.png
331,A,"[5.753598213195801, -1.2232708930969238, -1.3420778512954712, 0.359605610370636]",331.png
332,A,"[5.10343599319458, -0.226199671626091, -1.2267717123031616, -0.38480445742607117]",332.png
333,A,"[4.7144999504089355, -1.3401514291763306, -0.7557746767997742, 0.7328402996063232]",333.png
334,A,"[-1.167380452156067, 0.38717785477638245, 0.3242620825767517, 3.426492214202881]",334.png
335,A,"[-2.5439116954803467, 0.531325101852417, 0.976486086845398, 3.758502960205078]",335.png
336,None,"[-2.6086487770080566, -0.29968759417533875, 3.424405336380005, 1.777374505996704]",336.png
337,None,"[-1.6227033138275146, 0.3092851936817169, 2.3571407794952393, 1.090624451637268]",337.png
338,None,"[-1.3583118915557861, 0.4769824147224426, 0.7022841572761536, 2.01546311378479]",338.png
339,None,"[-1.8957310914993286, 0.1589346081018448, 1.7333595752716064, 2.113741159439087]",339.png
340,None,"[0.1147027313709259, -0.6764622926712036, 0.707061767578125, 2.1620073318481445]",340.png
341,None,"[-2.179518938064575, 3.111356258392334, 0.015078907832503319, 1.3691225051879883]",341.png
342,None,"[-1.0273491144180298, 1.4411563873291016, -0.14243999123573303, 2.1425654888153076]",342.png
343,None,"[-1.9422922134399414, 5.379129409790039, -1.0871549844741821, -0.23453092575073242]",343.png
344,None,"[-0.6986516714096069, 1.8628230094909668, 0.07839671522378922, 0.7221099138259888]",344.png
345,None,"[-2.1300809383392334, 1.650221586227417, 0.804815411567688, 1.9460715055465698]",345.png
346,None,"[0.049869149923324585, -0.5215696692466736, 0.3028413653373718, 2.696659564971924]",346.png
347,None,"[-1.4316316843032837, 1.0527452230453491, 0.12558944523334503, 2.508441209793091]",347.png
348,None,"[-0.30278441309928894, -0.09603188931941986, 0.5371493697166443, 2.2407066822052]",348.png
349,None,"[0.11901572346687317, -0.449686199426651, 0.04801409691572189, 2.2823293209075928]",349.png
350,None,"[0.3931935727596283, -0.4210347831249237, 0.5927757620811462, 1.8324280977249146]",350.png
351,None,"[-0.18424183130264282, 0.9370364546775818, 0.2732428312301636, 1.088620662689209]",351.png
352,None,"[-0.3102498948574066, -0.001739155501127243, 0.6552561521530151, 1.9386000633239746]",352.png
353,None,"[-0.2896653115749359, 0.47509312629699707, 0.31609776616096497, 1.8207520246505737]",353.png
354,None,"[0.29277288913726807, -0.2615884840488434, 0.4017961919307709, 2.020533323287964]",354.png
355,None,"[-1.1498563289642334, 0.8449515700340271, 0.5699573755264282, 1.958734393119812]",355.png
356,None,"[-0.5563411712646484, 0.5216034650802612, 0.3993743062019348, 1.7950434684753418]",356.png
357,None,"[-2.128127098083496, 2.322495460510254, 0.5789794325828552, 1.291906476020813]",357.png
358,None,"[-1.3879443407058716, 1.4924218654632568, 0.5545697808265686, 1.4574931859970093]",358.png
359,None,"[-0.9521241188049316, 1.9070674180984497, -0.2209373414516449, 1.3718100786209106]",359.png
360,None,"[-1.4365639686584473, 2.2133374214172363, -0.3456278145313263, 1.536586046218872]",360.png
361,None,"[-0.5543432235717773, 0.9773582220077515, -0.34497013688087463, 2.0369932651519775]",361.png
362,None,"[-0.7622835636138916, 1.549116611480713, -0.4056236147880554, 1.6685787439346313]",362.png
363,None,"[-0.5094403028488159, 1.1844509840011597, 0.08831251412630081, 1.4594309329986572]",363.png
364,None,"[0.6230779886245728, 0.5681809186935425, -0.05433327704668045, 0.9967058897018433]",364.png
365,None,"[0.4759853482246399, 0.08996948599815369, 0.2203664928674698, 1.179500699043274]",365.png
366,None,"[-0.5996770858764648, 0.5701195597648621, 0.2819848954677582, 1.7536007165908813]",366.png
367,None,"[-0.963950514793396, 2.2893760204315186, -0.7844128012657166, 1.8544732332229614]",367.png
368,None,"[-0.5449070930480957, 1.6680920124053955, 0.10874833911657333, 1.1807198524475098]",368.png
369,None,"[-0.9241726398468018, 0.7945266366004944, 1.0078411102294922, 1.6264135837554932]",369.png
370,None,"[0.07939410209655762, -0.6111604571342468, 1.4225208759307861, 2.055650472640991]",370.png
371,None,"[0.38634806871414185, -1.2254533767700195, 1.7092851400375366, 1.4958182573318481]",371.png
372,None,"[-1.5178730487823486, 0.32588958740234375, 1.804173469543457, 1.5054444074630737]",372.png
373,None,"[-1.8766953945159912, 1.1941593885421753, 1.9723292589187622, 0.69200199842453]",373.png
374,None,"[-1.3692244291305542, 0.541341245174408, 1.6443501710891724, 1.5459132194519043]",374.png
375,None,"[-0.8669835329055786, -0.7543283104896545, 1.8092623949050903, 2.175319194793701]",375.png
376,None,"[-1.2502208948135376, -0.4142152667045593, 2.7463443279266357, 1.3527637720108032]",376.png
377,None,"[-1.863738775253296, -0.7595519423484802, 4.31445837020874, 1.009119987487793]",377.png
378,None,"[-2.184114694595337, 2.5583441257476807, 2.9121603965759277, -0.6789134740829468]",378.png
379,None,"[-1.0065336227416992, -0.8465632796287537, 2.97289776802063, 1.7407394647598267]",379.png
380,None,"[-1.5237181186676025, -0.8309425711631775, 4.00656795501709, 0.968458354473114]",380.png
381,None,"[-1.8002824783325195, 3.013202428817749, 0.9953196048736572, -0.0910201296210289]",381.png
382,None,"[-2.1525542736053467, 6.397955417633057, -1.08786141872406, -0.9952551126480103]",382.png
383,None,"[-1.443874478340149, 1.5050549507141113, 1.3344272375106812, 0.8227790594100952]",383.png
384,None,"[-0.2562406063079834, 0.8528150916099548, 0.32138755917549133, 0.9718317985534668]",384.png
385,None,"[-0.33030804991722107, 0.41262930631637573, 0.1890236735343933, 1.961334228515625]",385.png
386,None,"[-1.2229081392288208, 0.1770557463169098, 1.9603807926177979, 1.2372682094573975]",386.png
387,None,"[-1.6265689134597778, 5.591280937194824, -1.5791670083999634, -0.2826443016529083]",387.png
388,None,"[-1.7448590993881226, 2.1574203968048096, 0.5965345501899719, 0.7460525035858154]",388.png
389,None,"[-1.1849323511123657, 0.5675092339515686, 2.0275542736053467, 0.6617839336395264]",389.png
390,None,"[-0.11835458874702454, -0.7985591888427734, -0.3890603184700012, 4.202378273010254]",390.png
391,None,"[-0.84930419921875, -0.6015728116035461, 1.348852515220642, 2.088508129119873]",391.png
392,None,"[-0.32561516761779785, -0.7484411001205444, 0.4544723331928253, 3.1347711086273193]",392.png
393,None,"[-1.4054919481277466, 0.20896121859550476, 1.7429546117782593, 1.789332628250122]",393.png
394,None,"[-2.0973989963531494, 1.0516204833984375, 1.4412471055984497, 1.7959576845169067]",394.png
395,None,"[-2.696953058242798, 4.8251848220825195, -0.3797796964645386, 0.29032719135284424]",395.png
396,None,"[-2.421001434326172, 3.35002064704895, -0.37684372067451477, 1.4886728525161743]",396.png
397,None,"[-2.3712661266326904, 0.5985741019248962, 0.25633320212364197, 3.383404493331909]",397.png
398,None,"[-1.9644181728363037, -0.33691272139549255, 0.7173644304275513, 3.7409873008728027]",398.png
399,None,"[-1.893622875213623, -0.7213187217712402, 1.847456932067871, 3.037526845932007]",399.png
400,None,"[-1.895965576171875, 0.2850407063961029, 1.3268225193023682, 2.6309680938720703]",400.png
401,None,"[-0.6575546264648438, -0.6519832611083984, 1.9324856996536255, 1.9954715967178345]",401.png
402,None,"[-0.4417659640312195, -0.1886710673570633, 1.6214933395385742, 1.4741010665893555]",402.png
403,None,"[-1.0572253465652466, 0.25693967938423157, 1.6673346757888794, 1.448238730430603]",403.png
404,None,"[0.7000706195831299, 0.06253984570503235, 1.0146465301513672, 0.7315024137496948]",404.png
405,None,"[1.7174122333526611, -0.9560549855232239, 1.0126713514328003, 1.2053254842758179]",405.png
406,None,"[0.19144952297210693, -0.11533001065254211, 1.2638064622879028, 1.2473663091659546]",406.png
407,None,"[0.8456940650939941, -0.8379233479499817, 0.4136357009410858, 2.138953924179077]",407.png
408,None,"[0.05627185106277466, -0.15780845284461975, -0.021151447668671608, 2.5796663761138916]",408.png
409,None,"[-1.365537405014038, -0.3035297989845276, 0.7864447832107544, 3.146483898162842]",409.png
410,None,"[-1.8342725038528442, 0.7342656850814819, 0.07354896515607834, 2.7582218647003174]",410.png
411,None,"[-2.302493095397949, 0.18993377685546875, -0.17122435569763184, 4.544345855712891]",411.png
412,None,"[-1.4654083251953125, 6.7907562255859375, -2.1076295375823975, -0.9200515151023865]",412.png
413,None,"[0.13698503375053406, -1.279944896697998, 2.141388177871704, 1.6998013257980347]",413.png
414,None,"[0.23239585757255554, -0.6863890886306763, 1.6573914289474487, 1.0256580114364624]",414.png
415,None,"[0.4878372848033905, -0.4284578859806061, 0.8414717316627502, 1.2062186002731323]",415.png
416,None,"[-1.3578885793685913, -1.2175395488739014, 5.412520408630371, 0.3361632525920868]",416.png
417,None,"[-1.3631272315979004, -0.9898602366447449, 3.2094924449920654, 1.6498414278030396]",417.png
418,None,"[-1.9345753192901611, 0.5369084477424622, 3.359595537185669, 0.6799483895301819]",418.png
419,None,"[-3.177469253540039, 2.3123881816864014, 3.0900187492370605, 0.08552355319261551]",419.png
420,None,"[-3.1679794788360596, 2.4022350311279297, 2.7547447681427, 0.4676339030265808]",420.png
421,None,"[-2.204169511795044, 0.07526576519012451, 1.3411260843276978, 2.9840331077575684]",421.png
422,None,"[-1.523059368133545, 0.8871055245399475, 2.0058982372283936, 1.107321858406067]",422.png
423,None,"[-1.448669672012329, 0.9424447417259216, 1.749199628829956, 1.2044652700424194]",423.png
424,None,"[-1.457336187362671, -1.133002519607544, 6.136987209320068, -0.3282186985015869]",424.png
425,None,"[-1.7198834419250488, -0.26423367857933044, 4.791725158691406, 0.04481632262468338]",425.png
426,None,"[-1.2728018760681152, -0.7184080481529236, 3.3065173625946045, 1.0794991254806519]",426.png
427,None,"[-1.6344709396362305, -0.2476056069135666, 1.9984618425369263, 2.1384875774383545]",427.png
428,None,"[-2.0890860557556152, 0.44670870900154114, 0.5288628935813904, 3.2532567977905273]",428.png
429,None,"[-1.3434778451919556, 0.2649379372596741, 0.8279514312744141, 2.0776877403259277]",429.png
430,None,"[-1.0331919193267822, -1.6608691215515137, 0.7523630857467651, 4.525327682495117]",430.png
431,None,"[-0.7759023904800415, -0.6309800148010254, 1.368781328201294, 2.199861526489258]",431.png
432,None,"[-1.29578697681427, -0.9630520939826965, 0.9830578565597534, 3.7158169746398926]",432.png
433,None,"[-1.2102947235107422, -1.050385594367981, 0.3462872803211212, 4.400113105773926]",433.png
434,None,"[-1.0996431112289429, -1.2495568990707397, 0.8101418018341064, 3.9053242206573486]",434.png
435,None,"[-2.078437089920044, -0.4917432367801666, 0.7971693873405457, 4.0955610275268555]",435.png
436,None,"[-1.7570774555206299, -0.1269257515668869, 1.0824025869369507, 3.1018640995025635]",436.png
437,None,"[-1.2554552555084229, 0.21600274741649628, 1.5048507452011108, 1.508205771446228]",437.png
438,None,"[-2.2674639225006104, 0.267793208360672, 1.7542805671691895, 2.209522247314453]",438.png
439,None,"[-1.5745322704315186, 1.3219060897827148, 0.7428765892982483, 1.7132477760314941]",439.png
440,None,"[-0.6324185132980347, -0.6436731219291687, 1.3272559642791748, 2.3981878757476807]",440.png
441,None,"[-1.0519678592681885, -0.636674702167511, 2.991194725036621, 1.3047410249710083]",441.png
442,None,"[-0.8963093757629395, -0.6440048813819885, 3.3708114624023438, 0.8528957962989807]",442.png
443,None,"[1.1289507150650024, 0.3765823543071747, 0.6193950772285461, 0.44833505153656006]",443.png
444,None,"[0.5975449085235596, -1.050716519355774, 0.6451352834701538, 2.0169694423675537]",444.png
445,None,"[-1.8734838962554932, -0.7296940684318542, 1.665767788887024, 3.2683799266815186]",445.png
446,None,"[-2.6430490016937256, 0.2648357152938843, 1.553422451019287, 2.8169164657592773]",446.png
447,None,"[-1.8933968544006348, 0.16685877740383148, 2.016191005706787, 1.5271135568618774]",447.png
448,None,"[-3.128272771835327, 3.5005710124969482, 0.9802812337875366, 0.793965220451355]",448.png
449,None,"[-3.051914691925049, 2.210400342941284, 2.9320144653320312, 0.11956629902124405]",449.png
450,None,"[-2.2286696434020996, -0.2489791065454483, 3.2566981315612793, 1.4223231077194214]",450.png
451,None,"[-3.4552547931671143, 5.152857780456543, -0.2554035782814026, 0.7139613032341003]",451.png
452,None,"[-2.5995118618011475, 1.8484516143798828, -0.40524032711982727, 3.4492859840393066]",452.png
453,None,"[-2.460355758666992, 3.634782552719116, -0.16021499037742615, 0.9618211984634399]",453.png
454,None,"[-1.4538098573684692, 2.417585611343384, 0.04165937751531601, 0.8537028431892395]",454.png
455,None,"[-0.7099618911743164, 2.0338242053985596, -0.3022606670856476, 0.946120023727417]",455.png
456,None,"[3.161896228790283, 1.3318045139312744, -1.5518158674240112, -0.3643994927406311]",456.png
457,A,"[5.3771071434021, -0.88680100440979, -1.6261966228485107, 0.17394739389419556]",457.png
458,A,"[5.926389217376709, -1.275999903678894, -1.5250523090362549, 0.06794131547212601]",458.png
459,A,"[5.7552924156188965, -0.9518089890480042, -1.4469540119171143, -0.14718389511108398]",459.png
460,A,"[5.391486167907715, -0.847194254398346, -0.9786957502365112, -0.24207478761672974]",460.png
461,A,"[7.541726589202881, -1.324036717414856, -1.8379461765289307, -0.5358495116233826]",461.png
462,A,"[5.764951229095459, -1.1573368310928345, -1.1647286415100098, -0.022697262465953827]",462.png
463,A,"[6.2417473793029785, -0.6641874313354492, -1.3472042083740234, -0.7844226360321045]",463.png
464,A,"[6.356577396392822, -0.723493754863739, -1.8245638608932495, -0.44700759649276733]",464.png
465,A,"[6.240994930267334, -1.3317112922668457, -1.7889333963394165, 0.12880849838256836]",465.png
466,A,"[5.347720623016357, -0.9998422265052795, -1.6925092935562134, 0.6843274831771851]",466.png
467,A,"[4.9442596435546875, -0.8117454648017883, -1.499701738357544, 0.44622930884361267]",467.png
468,A,"[5.25018835067749, -0.5730670690536499, -1.6824191808700562, 0.06920237094163895]",468.png
469,A,"[6.115512371063232, -0.9626678824424744, -2.0521152019500732, 0.08570779114961624]",469.png
470,A,"[7.198938846588135, -1.0250613689422607, -2.0388622283935547, -0.4558097720146179]",470.png
471,A,"[6.833123683929443, -1.741778016090393, -1.7443410158157349, 0.18256047368049622]",471.png
472,A,"[6.4304890632629395, -1.3590195178985596, -1.8757531642913818, 0.11449218541383743]",472.png
473,A,"[7.395853519439697, -1.5224549770355225, -1.7200709581375122, -0.3717244863510132]",473.png
474,A,"[6.669532299041748, -1.6749039888381958, -1.5419355630874634, -0.029409997165203094]",474.png
475,A,"[7.757783889770508, -1.8140722513198853, -1.7665365934371948, -0.1939610242843628]",475.png
476,A,"[8.351449012756348, -2.1651031970977783, -1.7564516067504883, -0.24596935510635376]",476.png
477,A,"[8.411656379699707, -2.073352098464966, -1.5024272203445435, -0.5258554220199585]",477.png
478,A,"[7.297369003295898, -1.7770475149154663, -1.5196053981781006, -0.21752682328224182]",478.png
479,A,"[7.294108867645264, -1.7807843685150146, -1.4509795904159546, -0.19024872779846191]",479.png
480,None,"[-0.7553645372390747, -1.0567810535430908, 6.192417144775391, -0.8896582126617432]",480.png
481,None,"[-1.349629521369934, -1.0024333000183105, 7.919006824493408, -1.4629663228988647]",481.png
482,L,"[-1.9422200918197632, -1.574988603591919, 9.332798957824707, -1.2649897336959839]",482.png
483,L,"[-2.5896692276000977, -1.7107003927230835, 9.482707023620605, -0.7922093868255615]",483.png
484,L,"[-2.9087672233581543, -2.179579973220825, 10.506629943847656, -0.6048272848129272]",484.png
485,L,"[-2.6251373291015625, -2.000764846801758, 10.107169151306152, -0.7710852026939392]",485.png
486,L,"[-2.576960325241089, -1.8813416957855225, 10.203829765319824, -1.049901008605957]",486.png
487,L,"[-3.0784912109375, -2.382296085357666, 11.210989952087402, -0.7043633460998535]",487.png
488,L,"[-2.4250855445861816, -2.015645742416382, 9.938530921936035, -0.8524868488311768]",488.png
489,L,"[-2.728388786315918, -2.151745557785034, 10.446840286254883, -0.8123630285263062]",489.png
490,L,"[-2.601646661758423, -2.2033157348632812, 10.208870887756348, -0.7155781388282776]",490.png
491,L,"[-2.737730026245117, -1.7740601301193237, 10.153768539428711, -0.9796034097671509]",491.png
492,L,"[-2.8670949935913086, -2.4031050205230713, 11.095978736877441, -0.7895710468292236]",492.png
493,L,"[-2.732240676879883, -1.801805019378662, 10.339667320251465, -1.0712162256240845]",493.png
494,L,"[-2.8434596061706543, -2.201399087905884, 10.62166690826416, -0.7370466589927673]",494.png
495,L,"[-3.0328567028045654, -2.105320453643799, 10.86385440826416, -0.8376108407974243]",495.png
496,L,"[-2.3574230670928955, -2.011305332183838, 10.203877449035645, -1.054823875427246]",496.png
497,L,"[-1.9213876724243164, -2.4432754516601562, 10.072859764099121, -0.8427644371986389]",497.png
498,L,"[-2.2331831455230713, -2.213770866394043, 10.340996742248535, -1.0433353185653687]",498.png
499,L,"[-2.0860860347747803, -2.226684808731079, 9.769267082214355, -0.8024082183837891]",499.png
500,L,"[-2.663095474243164, -2.038727045059204, 10.482126235961914, -0.9794804453849792]",500.png
501,L,"[-2.5731558799743652, -2.0094382762908936, 9.90472412109375, -0.8099213242530823]",501.png
502,L,"[-2.546637535095215, -1.555884599685669, 9.105269432067871, -0.8346747756004333]",502.png
503,None,"[-2.337661027908325, -1.6979224681854248, 8.316732406616211, -0.38428372144699097]",503.png
504,None,"[-1.9876463413238525, -1.6297082901000977, 3.8019981384277344, 2.9143357276916504]",504.png
505,None,"[-2.202735424041748, -2.130990505218506, -0.3774876892566681, 8.25279426574707]",505.png
506,Y,"[-2.5664002895355225, -2.400195598602295, -0.6179280877113342, 9.883599281311035]",506.png
507,Y,"[-2.7734315395355225, -0.5677422881126404, -0.44050803780555725, 6.947992324829102]",507.png
508,Y,"[-2.5628225803375244, -1.2715588808059692, -0.15753424167633057, 7.0918989181518555]",508.png
509,Y,"[-3.63067626953125, 0.44989851117134094, 3.713512420654297, 2.155623435974121]",509.png
510,Y,"[-3.8724589347839355, 0.6495726704597473, 4.08158540725708, 1.9417513608932495]",510.png
511,Y,"[-3.727388858795166, 1.249687910079956, 3.61440372467041, 1.6988788843154907]",511.png
512,Y,"[-3.9238648414611816, 0.9438583254814148, 2.082815170288086, 3.8320493698120117]",512.png
513,Y,"[-4.061151027679443, 3.7713708877563477, 0.7077296376228333, 2.5227723121643066]",513.png
514,Y,"[-3.931243419647217, 1.865192174911499, 3.168170690536499, 1.6454997062683105]",514.png
515,Y,"[-4.022757530212402, 2.2694740295410156, 1.8248189687728882, 2.4928340911865234]",515.png
516,Y,"[-4.093848705291748, 3.5395703315734863, 0.15607696771621704, 3.066425323486328]",516.png
517,Y,"[-3.7851624488830566, 3.1608169078826904, -0.39173996448516846, 4.041965007781982]",517.png
518,Y,"[-4.109936237335205, 3.848036289215088, 0.650323748588562, 2.4175798892974854]",518.png
519,Y,"[-3.724453926086426, 4.224947452545166, -0.4708867371082306, 2.7443575859069824]",519.png
520,Y,"[-3.790768623352051, -0.47216811776161194, 2.9734747409820557, 4.298748970031738]",520.png
521,Y,"[-4.072623252868652, 2.225656270980835, 1.497079610824585, 3.2777819633483887]",521.png
522,Y,"[-3.7268271446228027, 0.5846408009529114, 0.8484223484992981, 5.366442680358887]",522.png
523,Y,"[-3.950803279876709, 0.4420316517353058, 1.4367467164993286, 5.029992580413818]",523.png
524,Y,"[-3.499126434326172, -1.1563674211502075, 1.7242811918258667, 6.192366600036621]",524.png
525,Y,"[-2.8951663970947266, -1.2780271768569946, 2.7200231552124023, 4.36927604675293]",525.png
526,Y,"[-3.2364633083343506, 4.2161359786987305, -0.36738768219947815, 1.5545400381088257]",526.png
527,None,"[-2.9002840518951416, 3.78774094581604, 0.7509340643882751, 0.45976147055625916]",527.png
528,None,"[-2.6494863033294678, 7.698951244354248, -1.4325004816055298, -1.2687448263168335]",528.png
529,F,"[-2.7524688243865967, 11.035487174987793, -2.413510799407959, -2.620593786239624]",529.png
530,F,"[-2.455411434173584, 10.115605354309082, -2.27055287361145, -2.404960870742798]",530.png
531,F,"[-2.744692325592041, 10.718164443969727, -2.1110517978668213, -2.683344602584839]",531.png
532,F,"[-2.79910945892334, 9.450706481933594, -2.124206304550171, -1.6847587823867798]",532.png
533,F,"[-2.846047878265381, 10.849149703979492, -2.4100849628448486, -2.3695690631866455]",533.png
534,F,"[-2.76676607131958, 10.672306060791016, -2.3432843685150146, -2.402805805206299]",534.png
535,F,"[-2.3984856605529785, 10.213069915771484, -2.3338382244110107, -2.4487504959106445]",535.png
536,F,"[-2.6502435207366943, 10.295694351196289, -2.293118715286255, -2.2820286750793457]",536.png
537,F,"[-2.628513813018799, 10.537389755249023, -2.279210090637207, -2.508864164352417]",537.png
538,F,"[-2.6880576610565186, 10.338016510009766, -2.1252846717834473, -2.449089288711548]",538.png
539,F,"[-2.6385011672973633, 10.50811767578125, -2.4564597606658936, -2.2849364280700684]",539.png
540,F,"[-2.643650531768799, 11.044910430908203, -2.5127065181732178, -2.6175384521484375]",540.png
541,F,"[-2.7999558448791504, 10.969572067260742, -2.4669349193573, -2.4515185356140137]",541.png
542,F,"[-2.719846248626709, 10.587038040161133, -2.3679139614105225, -2.3658666610717773]",542.png
543,F,"[-2.669555187225342, 10.658060073852539, -2.394855260848999, -2.4336137771606445]",543.png
544,F,"[-2.7416462898254395, 11.029407501220703, -2.5031535625457764, -2.521671772003174]",544.png
545,F,"[-2.7939529418945312, 10.786994934082031, -2.329923391342163, -2.4663050174713135]",545.png
546,F,"[-2.778132200241089, 11.091583251953125, -2.5148541927337646, -2.5177836418151855]",546.png
547,F,"[-2.674469470977783, 11.019856452941895, -2.563743829727173, -2.524099588394165]",547.png
548,F,"[-2.7812743186950684, 10.762598991394043, -2.3783202171325684, -2.4152753353118896]",548.png
549,F,"[-2.5014843940734863, 10.885137557983398, -2.5591416358947754, -2.6125235557556152]",549.png
550,F,"[-2.4100289344787598, 10.689579010009766, -2.5818960666656494, -2.5287129878997803]",550.png
551,F,"[-2.6475870609283447, 10.618032455444336, -2.4722683429718018, -2.3416085243225098]",551.png
552,F,"[-2.742847204208374, 11.6061372756958, -2.722844123840332, -2.701931953430176]",552.png
553,F,"[-2.80488920211792, 11.717196464538574, -2.705730438232422, -2.7447948455810547]",553.png
554,F,"[-2.7683138847351074, 11.843092918395996, -2.7487242221832275, -2.829326629638672]",554.png
555,F,"[-2.5921101570129395, 11.71519947052002, -2.888779878616333, -2.771373748779297]",555.png
556,F,"[-2.588808059692383, 11.118494033813477, -2.6860902309417725, -2.5401575565338135]",556.png
557,F,"[-2.5689785480499268, 11.359256744384766, -2.8137094974517822, -2.623213052749634]",557.png
558,F,"[-2.680807113647461, 11.307258605957031, -2.679349184036255, -2.5999934673309326]",558.png
559,F,"[-2.622861385345459, 10.777202606201172, -2.3504300117492676, -2.6083426475524902]",559.png
560,F,"[-2.7314517498016357, 10.364500045776367, -2.208146810531616, -2.3534610271453857]",560.png
561,F,"[-2.713657855987549, 10.967767715454102, -2.537294626235962, -2.450277328491211]",561.png
562,F,"[-2.6487691402435303, 11.163660049438477, -2.6149649620056152, -2.5875303745269775]",562.png
563,F,"[-2.452894449234009, 10.951550483703613, -2.694178342819214, -2.548377513885498]",563.png
